statnaam,aantal,Datum,inwoneraantal,
Krimpenerwaard,0,28/02/2020,56296,
De Fryske Marren,0,28/02/2020,44499,
Gooise Meren,0,28/02/2020,58084,
Berg en Dal,0,28/02/2020,35002,
Meierijstad,0,28/02/2020,81301,
Waadhoeke,0,28/02/2020,46079,
Westerwolde,0,28/02/2020,110606,
Midden-Groningen,0,28/02/2020,60788,
Beekdaelen,0,28/02/2020,35978,
Montferland,0,28/02/2020,35998,
Altena,0,28/02/2020,55966,
West Betuwe,0,28/02/2020,51233,
Vijfheerenlanden,0,28/02/2020,56912,
Hoeksche Waard,0,28/02/2020,87531,
Het Hogeland,0,28/02/2020,47872,
Westerkwartier,0,28/02/2020,19479,
Noardeast-Fryslân,0,28/02/2020,45263,
Molenlanden,0,28/02/2020,43976,
,0,29/02/2020,0,
Appingedam,0,29/02/2020,11650,
Delfzijl,0,29/02/2020,24649,
Groningen,0,29/02/2020,232982,
Loppersum,0,29/02/2020,9513,
Almere,0,29/02/2020,212408,
Stadskanaal,0,29/02/2020,31691,
Veendam,0,29/02/2020,27378,
Zeewolde,0,29/02/2020,22545,
Achtkarspelen,0,29/02/2020,27833,
Ameland,0,29/02/2020,3718,
Harlingen,0,29/02/2020,15719,
Heerenveen,0,29/02/2020,50469,
Leeuwarden,0,29/02/2020,124024,
Ooststellingwerf,0,29/02/2020,25489,
Opsterland,0,29/02/2020,29698,
Schiermonnikoog,0,29/02/2020,946,
Smallingerland,0,29/02/2020,56173,
Terschelling,0,29/02/2020,4856,
Vlieland,0,29/02/2020,1158,
Weststellingwerf,0,29/02/2020,25930,
Assen,0,29/02/2020,68743,
Coevorden,0,29/02/2020,35293,
Emmen,0,29/02/2020,106977,
Hoogeveen,0,29/02/2020,55645,
Meppel,0,29/02/2020,33947,
Almelo,0,29/02/2020,73132,
Borne,0,29/02/2020,23341,
Dalfsen,0,29/02/2020,28637,
Deventer,0,29/02/2020,100893,
Enschede,0,29/02/2020,159603,
Haaksbergen,0,29/02/2020,24274,
Hardenberg,0,29/02/2020,60971,
Hellendoorn,0,29/02/2020,35915,
Hengelo,0,29/02/2020,81198,
Kampen,0,29/02/2020,54347,
Losser,0,29/02/2020,22685,
Noordoostpolder,0,29/02/2020,47443,
Oldenzaal,0,29/02/2020,31851,
Ommen,0,29/02/2020,18011,
Raalte,0,29/02/2020,37701,
Staphorst,0,29/02/2020,17147,
Tubbergen,0,29/02/2020,21264,
Urk,0,29/02/2020,21043,
Wierden,0,29/02/2020,24441,
Zwolle,0,29/02/2020,129062,
Aalten,0,29/02/2020,27089,
Apeldoorn,0,29/02/2020,163853,
Arnhem,0,29/02/2020,161594,
Barneveld,0,29/02/2020,59308,
Beuningen,0,29/02/2020,25897,
Brummen,0,29/02/2020,20772,
Buren,0,29/02/2020,26762,
Culemborg,0,29/02/2020,29015,
Doesburg,0,29/02/2020,11086,
Doetinchem,0,29/02/2020,58064,
Druten,0,29/02/2020,18954,
Duiven,0,29/02/2020,25109,
Ede,0,29/02/2020,117041,
Elburg,0,29/02/2020,23176,
Epe,0,29/02/2020,33211,
Ermelo,0,29/02/2020,26987,
Harderwijk,0,29/02/2020,48665,
Hattem,0,29/02/2020,12209,
Heerde,0,29/02/2020,18612,
Heumen,0,29/02/2020,16446,
Lochem,0,29/02/2020,33713,
Maasdriel,0,29/02/2020,25130,
Nijkerk,0,29/02/2020,43202,
Nijmegen,0,29/02/2020,177630,
Oldebroek,0,29/02/2020,23631,
Putten,0,29/02/2020,24120,
Renkum,0,29/02/2020,31413,
Rheden,0,29/02/2020,43672,
Rozendaal,0,29/02/2020,1699,
Scherpenzeel,0,29/02/2020,9874,
Tiel,0,29/02/2020,42092,
Voorst,0,29/02/2020,24594,
Wageningen,0,29/02/2020,39844,
Westervoort,0,29/02/2020,25792,
Winterswijk,0,29/02/2020,28820,
Wijchen,0,29/02/2020,41094,
Zaltbommel,0,29/02/2020,28926,
Zevenaar,0,29/02/2020,43804,
Zutphen,0,29/02/2020,48010,
Nunspeet,0,29/02/2020,27825,
Dronten,0,29/02/2020,41655,
Amersfoort,0,29/02/2020,157312,
Baarn,0,29/02/2020,24885,
De Bilt,0,29/02/2020,51608,
Bunnik,0,29/02/2020,15198,
Bunschoten,0,29/02/2020,21862,
Eemnes,0,29/02/2020,9254,
Houten,0,29/02/2020,50234,
Leusden,0,29/02/2020,30417,
Lopik,0,29/02/2020,14464,
Montfoort,0,29/02/2020,13906,
Renswoude,0,29/02/2020,5466,
Rhenen,0,29/02/2020,20120,
Soest,0,29/02/2020,46656,
Utrecht,0,29/02/2020,358454,
Veenendaal,0,29/02/2020,66618,
Woudenberg,0,29/02/2020,13382,
Wijk bij Duurstede,0,29/02/2020,23895,
IJsselstein,0,29/02/2020,34059,
Zeist,0,29/02/2020,64959,
Nieuwegein,0,29/02/2020,63505,
Aalsmeer,0,29/02/2020,31837,
Alkmaar,0,29/02/2020,109589,
Amstelveen,0,29/02/2020,91767,
Amsterdam,0,29/02/2020,874272,
Beemster,0,29/02/2020,9992,
Bergen (NH.),0,29/02/2020,29869,
Beverwijk,0,29/02/2020,41610,
Blaricum,0,29/02/2020,11556,
Bloemendaal,0,29/02/2020,23544,
Castricum,0,29/02/2020,36005,
Diemen,3,29/02/2020,31003,
Edam-Volendam,0,29/02/2020,36211,
Enkhuizen,0,29/02/2020,18644,
Haarlem,0,29/02/2020,163109,
Haarlemmermeer,0,29/02/2020,156355,
Heemskerk,0,29/02/2020,39167,
Heemstede,0,29/02/2020,27259,
Heerhugowaard,0,29/02/2020,57752,
Heiloo,0,29/02/2020,23956,
Den Helder,0,29/02/2020,56359,
Hilversum,0,29/02/2020,91038,
Hoorn,0,29/02/2020,73294,
Huizen,0,29/02/2020,41182,
Landsmeer,0,29/02/2020,11511,
Langedijk,0,29/02/2020,28123,
Laren,0,29/02/2020,11320,
Medemblik,0,29/02/2020,45114,
Oostzaan,0,29/02/2020,9708,
Opmeer,0,29/02/2020,11839,
Ouder-Amstel,0,29/02/2020,14081,
Purmerend,0,29/02/2020,81462,
Schagen,0,29/02/2020,46471,
Texel,0,29/02/2020,13571,
Uitgeest,0,29/02/2020,13637,
Uithoorn,0,29/02/2020,29537,
Velsen,0,29/02/2020,68732,
Weesp,0,29/02/2020,19856,
Zandvoort,0,29/02/2020,17136,
Zaanstad,0,29/02/2020,156856,
Alblasserdam,0,29/02/2020,20158,
Alphen aan den Rijn,0,29/02/2020,119952,
Barendrecht,0,29/02/2020,48691,
Drechterland,0,29/02/2020,19732,
Brielle,0,29/02/2020,17273,
Capelle aan den IJssel,0,29/02/2020,67217,
Delft,1,29/02/2020,103536,
Dordrecht,0,29/02/2020,119413,
Gorinchem,0,29/02/2020,37055,
Gouda,0,29/02/2020,73485,
's-Gravenhage,0,29/02/2020,545865,
Hardinxveld-Giessendam,0,29/02/2020,18294,
Hellevoetsluis,0,29/02/2020,40182,
Hendrik-Ido-Ambacht,0,29/02/2020,31249,
Stede Broec,0,29/02/2020,21685,
Hillegom,0,29/02/2020,22208,
Katwijk,0,29/02/2020,65816,
Krimpen aan den IJssel,0,29/02/2020,29532,
Leiden,0,29/02/2020,125066,
Leiderdorp,0,29/02/2020,27072,
Lisse,0,29/02/2020,23012,
Maassluis,0,29/02/2020,33258,
Nieuwkoop,0,29/02/2020,28860,
Noordwijk,0,29/02/2020,43586,
Oegstgeest,0,29/02/2020,24852,
Oudewater,0,29/02/2020,10226,
Papendrecht,0,29/02/2020,32151,
Ridderkerk,0,29/02/2020,46341,
Rotterdam,0,29/02/2020,652361,
Rijswijk,0,29/02/2020,54619,
Schiedam,0,29/02/2020,78842,
Sliedrecht,0,29/02/2020,25232,
Albrandswaard,0,29/02/2020,25696,
Westvoorne,0,29/02/2020,14730,
Vlaardingen,0,29/02/2020,73539,
Voorschoten,0,29/02/2020,25612,
Waddinxveen,0,29/02/2020,29365,
Wassenaar,0,29/02/2020,26273,
Woerden,0,29/02/2020,52359,
Zoetermeer,0,29/02/2020,125266,
Zoeterwoude,0,29/02/2020,8647,
Zwijndrecht,0,29/02/2020,44695,
Borsele,0,29/02/2020,22732,
Goes,0,29/02/2020,38174,
West Maas en Waal,0,29/02/2020,63376,
Hulst,0,29/02/2020,27601,
Kapelle,0,29/02/2020,12698,
Middelburg,0,29/02/2020,48802,
Reimerswaal,0,29/02/2020,22714,
Terneuzen,0,29/02/2020,54384,
Tholen,0,29/02/2020,25784,
Veere,0,29/02/2020,21907,
Vlissingen,0,29/02/2020,44339,
De Ronde Venen,0,29/02/2020,24317,
Tytsjerksteradiel,0,29/02/2020,32069,
Asten,0,29/02/2020,16734,
Baarle-Nassau,0,29/02/2020,6867,
Bergen op Zoom,0,29/02/2020,67589,
Best,0,29/02/2020,29997,
Boekel,0,29/02/2020,10783,
Boxmeer,0,29/02/2020,29384,
Boxtel,0,29/02/2020,30807,
Breda,0,29/02/2020,184187,
Deurne,0,29/02/2020,32455,
Pekela,0,29/02/2020,12196,
Dongen,0,29/02/2020,26274,
Eersel,0,29/02/2020,19328,
Eindhoven,0,29/02/2020,234849,
Etten-Leur,0,29/02/2020,43877,
Geertruidenberg,0,29/02/2020,21568,
Gilze en Rijen,0,29/02/2020,26510,
Goirle,0,29/02/2020,23906,
Grave,0,29/02/2020,12457,
Haaren,0,29/02/2020,14364,
Helmond,0,29/02/2020,92312,
's-Hertogenbosch,0,29/02/2020,155381,
Heusden,0,29/02/2020,44709,
Hilvarenbeek,0,29/02/2020,15515,
Loon op Zand,0,29/02/2020,23432,
Mill en Sint Hubert,0,29/02/2020,10945,
"Nuenen, Gerwen en Nederwetten",0,29/02/2020,23372,
Oirschot,0,29/02/2020,18733,
Oisterwijk,0,29/02/2020,26283,
Oosterhout,0,29/02/2020,56052,
Oss,0,29/02/2020,91998,
Rucphen,0,29/02/2020,22900,
Sint-Michielsgestel,0,29/02/2020,29266,
Someren,0,29/02/2020,19362,
Son en Breugel,0,29/02/2020,17329,
Steenbergen,0,29/02/2020,24464,
Waterland,0,29/02/2020,17420,
Tilburg,3,29/02/2020,220144,
Uden,0,29/02/2020,42132,
Valkenswaard,0,29/02/2020,31206,
Veldhoven,0,29/02/2020,45528,
Vught,0,29/02/2020,26577,
Waalre,0,29/02/2020,17452,
Waalwijk,0,29/02/2020,48626,
Woensdrecht,0,29/02/2020,21920,
Zundert,0,29/02/2020,21836,
Wormerland,0,29/02/2020,16266,
Landgraaf,0,29/02/2020,37411,
Beek,0,29/02/2020,15859,
Beesel,0,29/02/2020,13468,
Bergen (L.),0,29/02/2020,13082,
Brunssum,0,29/02/2020,27788,
Gennep,0,29/02/2020,16911,
Heerlen,0,29/02/2020,87024,
Kerkrade,0,29/02/2020,45684,
Maastricht,0,29/02/2020,121511,
Meerssen,0,29/02/2020,18837,
Mook en Middelaar,0,29/02/2020,7841,
Nederweert,0,29/02/2020,17049,
Roermond,0,29/02/2020,58316,
Simpelveld,0,29/02/2020,10539,
Stein,0,29/02/2020,24979,
Vaals,0,29/02/2020,10096,
Venlo,0,29/02/2020,101830,
Venray,0,29/02/2020,43624,
Voerendaal,0,29/02/2020,12479,
Weert,0,29/02/2020,50185,
Valkenburg aan de Geul,0,29/02/2020,16334,
Lelystad,0,29/02/2020,78920,
Horst aan de Maas,0,29/02/2020,42461,
Oude IJsselstreek,0,29/02/2020,39392,
Teylingen,0,29/02/2020,37468,
Utrechtse Heuvelrug,0,29/02/2020,49752,
Oost Gelre,0,29/02/2020,29640,
Koggenland,0,29/02/2020,22763,
Lansingerland,0,29/02/2020,62530,
Leudal,0,29/02/2020,35865,
Maasgouw,0,29/02/2020,23943,
Gemert-Bakel,0,29/02/2020,30733,
Halderberge,0,29/02/2020,30272,
Heeze-Leende,0,29/02/2020,16137,
Laarbeek,0,29/02/2020,22559,
Reusel-De Mierden,0,29/02/2020,13096,
Roerdalen,0,29/02/2020,20567,
Roosendaal,0,29/02/2020,77297,
Schouwen-Duiveland,0,29/02/2020,33866,
Aa en Hunze,0,29/02/2020,25422,
Borger-Odoorn,0,29/02/2020,25549,
Cuijk,0,29/02/2020,25150,
Landerd,0,29/02/2020,15735,
De Wolden,0,29/02/2020,43113,
Noord-Beveland,0,29/02/2020,7387,
Wijdemeren,0,29/02/2020,24354,
Noordenveld,0,29/02/2020,31243,
Twenterand,0,29/02/2020,33749,
Westerveld,0,29/02/2020,14974,
Sint Anthonis,0,29/02/2020,11688,
Lingewaard,0,29/02/2020,46645,
Cranendonck,0,29/02/2020,21175,
Steenwijkerland,0,29/02/2020,44157,
Moerdijk,0,29/02/2020,37098,
Echt-Susteren,0,29/02/2020,31594,
Sluis,0,29/02/2020,23214,
Drimmelen,0,29/02/2020,27232,
Bernheze,0,29/02/2020,31291,
Alphen-Chaam,0,29/02/2020,10222,
Bergeijk,0,29/02/2020,18678,
Bladel,0,29/02/2020,20408,
Gulpen-Wittem,0,29/02/2020,14164,
Tynaarlo,0,29/02/2020,33795,
Midden-Drenthe,0,29/02/2020,33216,
Overbetuwe,0,29/02/2020,47965,
Hof van Twente,0,29/02/2020,34996,
Neder-Betuwe,0,29/02/2020,24430,
Rijssen-Holten,0,29/02/2020,38186,
Geldrop-Mierlo,0,29/02/2020,39772,
Olst-Wijhe,0,29/02/2020,18253,
Dinkelland,0,29/02/2020,26479,
Westland,0,29/02/2020,19321,
Midden-Delfland,0,29/02/2020,19302,
Berkelland,0,29/02/2020,43760,
Bronckhorst,0,29/02/2020,36031,
Sittard-Geleen,0,29/02/2020,92330,
Kaag en Braassem,0,29/02/2020,27317,
Dantumadiel,0,29/02/2020,18912,
Zuidplas,0,29/02/2020,44043,
Peel en Maas,0,29/02/2020,43627,
Oldambt,0,29/02/2020,38214,
Zwartewaterland,0,29/02/2020,22716,
Súdwest-Fryslân,0,29/02/2020,89881,
Bodegraven-Reeuwijk,0,29/02/2020,34899,
Eijsden-Margraten,0,29/02/2020,25760,
Stichtse Vecht,0,29/02/2020,65029,
Hollands Kroon,0,29/02/2020,48460,
Leidschendam-Voorburg,0,29/02/2020,76524,
Goeree-Overflakkee,0,29/02/2020,50147,
Pijnacker-Nootdorp,0,29/02/2020,55412,
Nissewaard,0,29/02/2020,85207,
Krimpenerwaard,0,29/02/2020,56296,
De Fryske Marren,0,29/02/2020,44499,
Gooise Meren,0,29/02/2020,58084,
Berg en Dal,0,29/02/2020,35002,
Meierijstad,0,29/02/2020,81301,
Waadhoeke,0,29/02/2020,46079,
Westerwolde,0,29/02/2020,110606,
Midden-Groningen,0,29/02/2020,60788,
Beekdaelen,0,29/02/2020,35978,
Montferland,0,29/02/2020,35998,
Altena,0,29/02/2020,55966,
West Betuwe,0,29/02/2020,51233,
Vijfheerenlanden,0,29/02/2020,56912,
Hoeksche Waard,0,29/02/2020,87531,
Het Hogeland,0,29/02/2020,47872,
Westerkwartier,0,29/02/2020,19479,
Noardeast-Fryslân,0,29/02/2020,45263,
Molenlanden,0,29/02/2020,43976,
,0,01/03/2020,0,
Appingedam,0,01/03/2020,11650,
Delfzijl,0,01/03/2020,24649,
Groningen,0,01/03/2020,232982,
Loppersum,0,01/03/2020,9513,
Almere,0,01/03/2020,212408,
Stadskanaal,0,01/03/2020,31691,
Veendam,0,01/03/2020,27378,
Zeewolde,0,01/03/2020,22545,
Achtkarspelen,0,01/03/2020,27833,
Ameland,0,01/03/2020,3718,
Harlingen,0,01/03/2020,15719,
Heerenveen,0,01/03/2020,50469,
Leeuwarden,0,01/03/2020,124024,
Ooststellingwerf,0,01/03/2020,25489,
Opsterland,0,01/03/2020,29698,
Schiermonnikoog,0,01/03/2020,946,
Smallingerland,0,01/03/2020,56173,
Terschelling,0,01/03/2020,4856,
Vlieland,0,01/03/2020,1158,
Weststellingwerf,0,01/03/2020,25930,
Assen,0,01/03/2020,68743,
Coevorden,1,01/03/2020,35293,
Emmen,0,01/03/2020,106977,
Hoogeveen,0,01/03/2020,55645,
Meppel,0,01/03/2020,33947,
Almelo,0,01/03/2020,73132,
Borne,0,01/03/2020,23341,
Dalfsen,0,01/03/2020,28637,
Deventer,0,01/03/2020,100893,
Enschede,0,01/03/2020,159603,
Haaksbergen,0,01/03/2020,24274,
Hardenberg,0,01/03/2020,60971,
Hellendoorn,0,01/03/2020,35915,
Hengelo,0,01/03/2020,81198,
Kampen,0,01/03/2020,54347,
Losser,0,01/03/2020,22685,
Noordoostpolder,0,01/03/2020,47443,
Oldenzaal,0,01/03/2020,31851,
Ommen,0,01/03/2020,18011,
Raalte,0,01/03/2020,37701,
Staphorst,0,01/03/2020,17147,
Tubbergen,0,01/03/2020,21264,
Urk,0,01/03/2020,21043,
Wierden,0,01/03/2020,24441,
Zwolle,0,01/03/2020,129062,
Aalten,0,01/03/2020,27089,
Apeldoorn,0,01/03/2020,163853,
Arnhem,0,01/03/2020,161594,
Barneveld,0,01/03/2020,59308,
Beuningen,0,01/03/2020,25897,
Brummen,0,01/03/2020,20772,
Buren,0,01/03/2020,26762,
Culemborg,0,01/03/2020,29015,
Doesburg,0,01/03/2020,11086,
Doetinchem,0,01/03/2020,58064,
Druten,0,01/03/2020,18954,
Duiven,0,01/03/2020,25109,
Ede,0,01/03/2020,117041,
Elburg,0,01/03/2020,23176,
Epe,0,01/03/2020,33211,
Ermelo,0,01/03/2020,26987,
Harderwijk,0,01/03/2020,48665,
Hattem,0,01/03/2020,12209,
Heerde,0,01/03/2020,18612,
Heumen,0,01/03/2020,16446,
Lochem,0,01/03/2020,33713,
Maasdriel,0,01/03/2020,25130,
Nijkerk,0,01/03/2020,43202,
Nijmegen,0,01/03/2020,177630,
Oldebroek,0,01/03/2020,23631,
Putten,0,01/03/2020,24120,
Renkum,0,01/03/2020,31413,
Rheden,0,01/03/2020,43672,
Rozendaal,0,01/03/2020,1699,
Scherpenzeel,0,01/03/2020,9874,
Tiel,0,01/03/2020,42092,
Voorst,0,01/03/2020,24594,
Wageningen,0,01/03/2020,39844,
Westervoort,0,01/03/2020,25792,
Winterswijk,0,01/03/2020,28820,
Wijchen,0,01/03/2020,41094,
Zaltbommel,0,01/03/2020,28926,
Zevenaar,0,01/03/2020,43804,
Zutphen,0,01/03/2020,48010,
Nunspeet,0,01/03/2020,27825,
Dronten,0,01/03/2020,41655,
Amersfoort,0,01/03/2020,157312,
Baarn,0,01/03/2020,24885,
De Bilt,0,01/03/2020,51608,
Bunnik,0,01/03/2020,15198,
Bunschoten,0,01/03/2020,21862,
Eemnes,0,01/03/2020,9254,
Houten,0,01/03/2020,50234,
Leusden,0,01/03/2020,30417,
Lopik,0,01/03/2020,14464,
Montfoort,0,01/03/2020,13906,
Renswoude,0,01/03/2020,5466,
Rhenen,0,01/03/2020,20120,
Soest,0,01/03/2020,46656,
Utrecht,0,01/03/2020,358454,
Veenendaal,0,01/03/2020,66618,
Woudenberg,0,01/03/2020,13382,
Wijk bij Duurstede,0,01/03/2020,23895,
IJsselstein,0,01/03/2020,34059,
Zeist,0,01/03/2020,64959,
Nieuwegein,0,01/03/2020,63505,
Aalsmeer,0,01/03/2020,31837,
Alkmaar,0,01/03/2020,109589,
Amstelveen,0,01/03/2020,91767,
Amsterdam,0,01/03/2020,874272,
Beemster,0,01/03/2020,9992,
Bergen (NH.),0,01/03/2020,29869,
Beverwijk,0,01/03/2020,41610,
Blaricum,0,01/03/2020,11556,
Bloemendaal,0,01/03/2020,23544,
Castricum,0,01/03/2020,36005,
Diemen,3,01/03/2020,31003,
Edam-Volendam,0,01/03/2020,36211,
Enkhuizen,0,01/03/2020,18644,
Haarlem,0,01/03/2020,163109,
Haarlemmermeer,0,01/03/2020,156355,
Heemskerk,0,01/03/2020,39167,
Heemstede,0,01/03/2020,27259,
Heerhugowaard,0,01/03/2020,57752,
Heiloo,0,01/03/2020,23956,
Den Helder,0,01/03/2020,56359,
Hilversum,0,01/03/2020,91038,
Hoorn,0,01/03/2020,73294,
Huizen,0,01/03/2020,41182,
Landsmeer,0,01/03/2020,11511,
Langedijk,0,01/03/2020,28123,
Laren,0,01/03/2020,11320,
Medemblik,0,01/03/2020,45114,
Oostzaan,0,01/03/2020,9708,
Opmeer,0,01/03/2020,11839,
Ouder-Amstel,0,01/03/2020,14081,
Purmerend,0,01/03/2020,81462,
Schagen,0,01/03/2020,46471,
Texel,0,01/03/2020,13571,
Uitgeest,0,01/03/2020,13637,
Uithoorn,0,01/03/2020,29537,
Velsen,0,01/03/2020,68732,
Weesp,0,01/03/2020,19856,
Zandvoort,0,01/03/2020,17136,
Zaanstad,0,01/03/2020,156856,
Alblasserdam,0,01/03/2020,20158,
Alphen aan den Rijn,0,01/03/2020,119952,
Barendrecht,0,01/03/2020,48691,
Drechterland,0,01/03/2020,19732,
Brielle,0,01/03/2020,17273,
Capelle aan den IJssel,0,01/03/2020,67217,
Delft,1,01/03/2020,103536,
Dordrecht,0,01/03/2020,119413,
Gorinchem,0,01/03/2020,37055,
Gouda,0,01/03/2020,73485,
's-Gravenhage,0,01/03/2020,545865,
Hardinxveld-Giessendam,0,01/03/2020,18294,
Hellevoetsluis,0,01/03/2020,40182,
Hendrik-Ido-Ambacht,0,01/03/2020,31249,
Stede Broec,0,01/03/2020,21685,
Hillegom,0,01/03/2020,22208,
Katwijk,0,01/03/2020,65816,
Krimpen aan den IJssel,0,01/03/2020,29532,
Leiden,0,01/03/2020,125066,
Leiderdorp,0,01/03/2020,27072,
Lisse,0,01/03/2020,23012,
Maassluis,0,01/03/2020,33258,
Nieuwkoop,0,01/03/2020,28860,
Noordwijk,0,01/03/2020,43586,
Oegstgeest,0,01/03/2020,24852,
Oudewater,0,01/03/2020,10226,
Papendrecht,0,01/03/2020,32151,
Ridderkerk,0,01/03/2020,46341,
Rotterdam,0,01/03/2020,652361,
Rijswijk,0,01/03/2020,54619,
Schiedam,0,01/03/2020,78842,
Sliedrecht,0,01/03/2020,25232,
Albrandswaard,0,01/03/2020,25696,
Westvoorne,0,01/03/2020,14730,
Vlaardingen,0,01/03/2020,73539,
Voorschoten,0,01/03/2020,25612,
Waddinxveen,0,01/03/2020,29365,
Wassenaar,0,01/03/2020,26273,
Woerden,0,01/03/2020,52359,
Zoetermeer,0,01/03/2020,125266,
Zoeterwoude,0,01/03/2020,8647,
Zwijndrecht,0,01/03/2020,44695,
Borsele,0,01/03/2020,22732,
Goes,0,01/03/2020,38174,
West Maas en Waal,0,01/03/2020,63376,
Hulst,0,01/03/2020,27601,
Kapelle,0,01/03/2020,12698,
Middelburg,0,01/03/2020,48802,
Reimerswaal,0,01/03/2020,22714,
Terneuzen,0,01/03/2020,54384,
Tholen,0,01/03/2020,25784,
Veere,0,01/03/2020,21907,
Vlissingen,0,01/03/2020,44339,
De Ronde Venen,0,01/03/2020,24317,
Tytsjerksteradiel,0,01/03/2020,32069,
Asten,0,01/03/2020,16734,
Baarle-Nassau,0,01/03/2020,6867,
Bergen op Zoom,0,01/03/2020,67589,
Best,0,01/03/2020,29997,
Boekel,0,01/03/2020,10783,
Boxmeer,0,01/03/2020,29384,
Boxtel,0,01/03/2020,30807,
Breda,0,01/03/2020,184187,
Deurne,0,01/03/2020,32455,
Pekela,0,01/03/2020,12196,
Dongen,0,01/03/2020,26274,
Eersel,0,01/03/2020,19328,
Eindhoven,0,01/03/2020,234849,
Etten-Leur,0,01/03/2020,43877,
Geertruidenberg,0,01/03/2020,21568,
Gilze en Rijen,0,01/03/2020,26510,
Goirle,0,01/03/2020,23906,
Grave,0,01/03/2020,12457,
Haaren,0,01/03/2020,14364,
Helmond,0,01/03/2020,92312,
's-Hertogenbosch,0,01/03/2020,155381,
Heusden,0,01/03/2020,44709,
Hilvarenbeek,0,01/03/2020,15515,
Loon op Zand,0,01/03/2020,23432,
Mill en Sint Hubert,0,01/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",0,01/03/2020,23372,
Oirschot,0,01/03/2020,18733,
Oisterwijk,0,01/03/2020,26283,
Oosterhout,0,01/03/2020,56052,
Oss,0,01/03/2020,91998,
Rucphen,0,01/03/2020,22900,
Sint-Michielsgestel,0,01/03/2020,29266,
Someren,0,01/03/2020,19362,
Son en Breugel,0,01/03/2020,17329,
Steenbergen,0,01/03/2020,24464,
Waterland,0,01/03/2020,17420,
Tilburg,4,01/03/2020,220144,
Uden,0,01/03/2020,42132,
Valkenswaard,0,01/03/2020,31206,
Veldhoven,0,01/03/2020,45528,
Vught,0,01/03/2020,26577,
Waalre,0,01/03/2020,17452,
Waalwijk,0,01/03/2020,48626,
Woensdrecht,0,01/03/2020,21920,
Zundert,0,01/03/2020,21836,
Wormerland,0,01/03/2020,16266,
Landgraaf,0,01/03/2020,37411,
Beek,0,01/03/2020,15859,
Beesel,0,01/03/2020,13468,
Bergen (L.),0,01/03/2020,13082,
Brunssum,0,01/03/2020,27788,
Gennep,0,01/03/2020,16911,
Heerlen,0,01/03/2020,87024,
Kerkrade,0,01/03/2020,45684,
Maastricht,0,01/03/2020,121511,
Meerssen,0,01/03/2020,18837,
Mook en Middelaar,0,01/03/2020,7841,
Nederweert,0,01/03/2020,17049,
Roermond,0,01/03/2020,58316,
Simpelveld,0,01/03/2020,10539,
Stein,0,01/03/2020,24979,
Vaals,0,01/03/2020,10096,
Venlo,0,01/03/2020,101830,
Venray,0,01/03/2020,43624,
Voerendaal,0,01/03/2020,12479,
Weert,0,01/03/2020,50185,
Valkenburg aan de Geul,0,01/03/2020,16334,
Lelystad,0,01/03/2020,78920,
Horst aan de Maas,0,01/03/2020,42461,
Oude IJsselstreek,0,01/03/2020,39392,
Teylingen,0,01/03/2020,37468,
Utrechtse Heuvelrug,0,01/03/2020,49752,
Oost Gelre,0,01/03/2020,29640,
Koggenland,0,01/03/2020,22763,
Lansingerland,0,01/03/2020,62530,
Leudal,0,01/03/2020,35865,
Maasgouw,0,01/03/2020,23943,
Gemert-Bakel,0,01/03/2020,30733,
Halderberge,0,01/03/2020,30272,
Heeze-Leende,0,01/03/2020,16137,
Laarbeek,0,01/03/2020,22559,
Reusel-De Mierden,0,01/03/2020,13096,
Roerdalen,0,01/03/2020,20567,
Roosendaal,0,01/03/2020,77297,
Schouwen-Duiveland,0,01/03/2020,33866,
Aa en Hunze,0,01/03/2020,25422,
Borger-Odoorn,0,01/03/2020,25549,
Cuijk,0,01/03/2020,25150,
Landerd,0,01/03/2020,15735,
De Wolden,0,01/03/2020,43113,
Noord-Beveland,0,01/03/2020,7387,
Wijdemeren,0,01/03/2020,24354,
Noordenveld,0,01/03/2020,31243,
Twenterand,0,01/03/2020,33749,
Westerveld,0,01/03/2020,14974,
Sint Anthonis,0,01/03/2020,11688,
Lingewaard,0,01/03/2020,46645,
Cranendonck,0,01/03/2020,21175,
Steenwijkerland,0,01/03/2020,44157,
Moerdijk,0,01/03/2020,37098,
Echt-Susteren,0,01/03/2020,31594,
Sluis,0,01/03/2020,23214,
Drimmelen,0,01/03/2020,27232,
Bernheze,0,01/03/2020,31291,
Alphen-Chaam,0,01/03/2020,10222,
Bergeijk,0,01/03/2020,18678,
Bladel,0,01/03/2020,20408,
Gulpen-Wittem,0,01/03/2020,14164,
Tynaarlo,0,01/03/2020,33795,
Midden-Drenthe,0,01/03/2020,33216,
Overbetuwe,0,01/03/2020,47965,
Hof van Twente,0,01/03/2020,34996,
Neder-Betuwe,0,01/03/2020,24430,
Rijssen-Holten,0,01/03/2020,38186,
Geldrop-Mierlo,0,01/03/2020,39772,
Olst-Wijhe,0,01/03/2020,18253,
Dinkelland,0,01/03/2020,26479,
Westland,0,01/03/2020,19321,
Midden-Delfland,0,01/03/2020,19302,
Berkelland,0,01/03/2020,43760,
Bronckhorst,0,01/03/2020,36031,
Sittard-Geleen,0,01/03/2020,92330,
Kaag en Braassem,0,01/03/2020,27317,
Dantumadiel,0,01/03/2020,18912,
Zuidplas,0,01/03/2020,44043,
