statnaam,aantal,Datum,inwoneraantal,
Moerdijk,0,11/03/2020,37098,
Echt-Susteren,0,11/03/2020,31594,
Sluis,0,11/03/2020,23214,
Drimmelen,1,11/03/2020,27232,
Bernheze,2,11/03/2020,31291,
Alphen-Chaam,0,11/03/2020,10222,
Bergeijk,1,11/03/2020,18678,
Bladel,0,11/03/2020,20408,
Gulpen-Wittem,0,11/03/2020,14164,
Tynaarlo,0,11/03/2020,33795,
Midden-Drenthe,0,11/03/2020,33216,
Overbetuwe,0,11/03/2020,47965,
Hof van Twente,0,11/03/2020,34996,
Neder-Betuwe,1,11/03/2020,24430,
Rijssen-Holten,0,11/03/2020,38186,
Geldrop-Mierlo,0,11/03/2020,39772,
Olst-Wijhe,0,11/03/2020,18253,
Dinkelland,2,11/03/2020,26479,
Westland,0,11/03/2020,19321,
Midden-Delfland,0,11/03/2020,19302,
Berkelland,0,11/03/2020,43760,
Bronckhorst,2,11/03/2020,36031,
Sittard-Geleen,20,11/03/2020,92330,
Kaag en Braassem,0,11/03/2020,27317,
Dantumadiel,0,11/03/2020,18912,
Zuidplas,0,11/03/2020,44043,
Peel en Maas,3,11/03/2020,43627,
Oldambt,0,11/03/2020,38214,
Zwartewaterland,0,11/03/2020,22716,
Súdwest-Fryslân,0,11/03/2020,89881,
Bodegraven-Reeuwijk,0,11/03/2020,34899,
Eijsden-Margraten,0,11/03/2020,25760,
Stichtse Vecht,5,11/03/2020,65029,
Hollands Kroon,0,11/03/2020,48460,
Leidschendam-Voorburg,2,11/03/2020,76524,
Goeree-Overflakkee,0,11/03/2020,50147,
Pijnacker-Nootdorp,5,11/03/2020,55412,
Nissewaard,0,11/03/2020,85207,
Krimpenerwaard,3,11/03/2020,56296,
De Fryske Marren,0,11/03/2020,44499,
Gooise Meren,3,11/03/2020,58084,
Berg en Dal,3,11/03/2020,35002,
Meierijstad,13,11/03/2020,81301,
Waadhoeke,0,11/03/2020,46079,
Westerwolde,0,11/03/2020,110606,
Midden-Groningen,0,11/03/2020,60788,
Beekdaelen,8,11/03/2020,35978,
Montferland,0,11/03/2020,35998,
Altena,4,11/03/2020,55966,
West Betuwe,2,11/03/2020,51233,
Vijfheerenlanden,1,11/03/2020,56912,
Hoeksche Waard,2,11/03/2020,87531,
Het Hogeland,0,11/03/2020,47872,
Westerkwartier,0,11/03/2020,19479,
Noardeast-Fryslân,0,11/03/2020,45263,
Molenlanden,0,11/03/2020,43976,
,12,12/03/2020,0,
Appingedam,0,12/03/2020,11650,
Delfzijl,0,12/03/2020,24649,
Groningen,2,12/03/2020,232982,
Loppersum,0,12/03/2020,9513,
Almere,1,12/03/2020,212408,
Stadskanaal,0,12/03/2020,31691,
Veendam,0,12/03/2020,27378,
Zeewolde,1,12/03/2020,22545,
Achtkarspelen,0,12/03/2020,27833,
Ameland,0,12/03/2020,3718,
Harlingen,0,12/03/2020,15719,
Heerenveen,0,12/03/2020,50469,
Leeuwarden,1,12/03/2020,124024,
Ooststellingwerf,0,12/03/2020,25489,
Opsterland,2,12/03/2020,29698,
Schiermonnikoog,0,12/03/2020,946,
Smallingerland,1,12/03/2020,56173,
Terschelling,0,12/03/2020,4856,
Vlieland,0,12/03/2020,1158,
Weststellingwerf,0,12/03/2020,25930,
Assen,0,12/03/2020,68743,
Coevorden,11,12/03/2020,35293,
Emmen,1,12/03/2020,106977,
Hoogeveen,1,12/03/2020,55645,
Meppel,0,12/03/2020,33947,
Almelo,1,12/03/2020,73132,
Borne,2,12/03/2020,23341,
Dalfsen,0,12/03/2020,28637,
Deventer,0,12/03/2020,100893,
Enschede,3,12/03/2020,159603,
Haaksbergen,0,12/03/2020,24274,
Hardenberg,0,12/03/2020,60971,
Hellendoorn,2,12/03/2020,35915,
Hengelo,0,12/03/2020,81198,
Kampen,0,12/03/2020,54347,
Losser,0,12/03/2020,22685,
Noordoostpolder,0,12/03/2020,47443,
Oldenzaal,0,12/03/2020,31851,
Ommen,0,12/03/2020,18011,
Raalte,1,12/03/2020,37701,
Staphorst,0,12/03/2020,17147,
Tubbergen,1,12/03/2020,21264,
Urk,0,12/03/2020,21043,
Wierden,0,12/03/2020,24441,
Zwolle,2,12/03/2020,129062,
Aalten,0,12/03/2020,27089,
Apeldoorn,2,12/03/2020,163853,
Arnhem,4,12/03/2020,161594,
Barneveld,0,12/03/2020,59308,
Beuningen,3,12/03/2020,25897,
Brummen,0,12/03/2020,20772,
Buren,1,12/03/2020,26762,
Culemborg,1,12/03/2020,29015,
Doesburg,0,12/03/2020,11086,
Doetinchem,0,12/03/2020,58064,
Druten,0,12/03/2020,18954,
Duiven,0,12/03/2020,25109,
Ede,0,12/03/2020,117041,
Elburg,0,12/03/2020,23176,
Epe,0,12/03/2020,33211,
Ermelo,3,12/03/2020,26987,
Harderwijk,2,12/03/2020,48665,
Hattem,0,12/03/2020,12209,
Heerde,0,12/03/2020,18612,
Heumen,0,12/03/2020,16446,
Lochem,0,12/03/2020,33713,
Maasdriel,0,12/03/2020,25130,
Nijkerk,0,12/03/2020,43202,
Nijmegen,6,12/03/2020,177630,
Oldebroek,0,12/03/2020,23631,
Putten,0,12/03/2020,24120,
Renkum,7,12/03/2020,31413,
Rheden,1,12/03/2020,43672,
Rozendaal,0,12/03/2020,1699,
Scherpenzeel,0,12/03/2020,9874,
Tiel,2,12/03/2020,42092,
Voorst,1,12/03/2020,24594,
Wageningen,0,12/03/2020,39844,
Westervoort,0,12/03/2020,25792,
Winterswijk,0,12/03/2020,28820,
Wijchen,2,12/03/2020,41094,
Zaltbommel,1,12/03/2020,28926,
Zevenaar,0,12/03/2020,43804,
Zutphen,0,12/03/2020,48010,
Nunspeet,0,12/03/2020,27825,
Dronten,0,12/03/2020,41655,
Amersfoort,4,12/03/2020,157312,
Baarn,0,12/03/2020,24885,
De Bilt,11,12/03/2020,51608,
Bunnik,0,12/03/2020,15198,
Bunschoten,0,12/03/2020,21862,
Eemnes,0,12/03/2020,9254,
Houten,13,12/03/2020,50234,
Leusden,0,12/03/2020,30417,
Lopik,0,12/03/2020,14464,
Montfoort,0,12/03/2020,13906,
Renswoude,0,12/03/2020,5466,
Rhenen,0,12/03/2020,20120,
Soest,8,12/03/2020,46656,
Utrecht,25,12/03/2020,358454,
Veenendaal,1,12/03/2020,66618,
Woudenberg,1,12/03/2020,13382,
Wijk bij Duurstede,2,12/03/2020,23895,
IJsselstein,1,12/03/2020,34059,
Zeist,4,12/03/2020,64959,
Nieuwegein,0,12/03/2020,63505,
Aalsmeer,2,12/03/2020,31837,
Alkmaar,1,12/03/2020,109589,
Amstelveen,2,12/03/2020,91767,
Amsterdam,11,12/03/2020,874272,
Beemster,0,12/03/2020,9992,
Bergen (NH.),0,12/03/2020,29869,
Beverwijk,5,12/03/2020,41610,
Blaricum,1,12/03/2020,11556,
Bloemendaal,1,12/03/2020,23544,
Castricum,0,12/03/2020,36005,
Diemen,2,12/03/2020,31003,
Edam-Volendam,0,12/03/2020,36211,
Enkhuizen,0,12/03/2020,18644,
Haarlem,1,12/03/2020,163109,
Haarlemmermeer,0,12/03/2020,156355,
Heemskerk,0,12/03/2020,39167,
Heemstede,2,12/03/2020,27259,
Heerhugowaard,0,12/03/2020,57752,
Heiloo,0,12/03/2020,23956,
Den Helder,1,12/03/2020,56359,
Hilversum,0,12/03/2020,91038,
Hoorn,0,12/03/2020,73294,
Huizen,1,12/03/2020,41182,
Landsmeer,2,12/03/2020,11511,
Langedijk,1,12/03/2020,28123,
Laren,0,12/03/2020,11320,
Medemblik,0,12/03/2020,45114,
Oostzaan,0,12/03/2020,9708,
Opmeer,0,12/03/2020,11839,
Ouder-Amstel,0,12/03/2020,14081,
Purmerend,1,12/03/2020,81462,
Schagen,1,12/03/2020,46471,
Texel,0,12/03/2020,13571,
Uitgeest,0,12/03/2020,13637,
Uithoorn,0,12/03/2020,29537,
Velsen,1,12/03/2020,68732,
Weesp,0,12/03/2020,19856,
Zandvoort,0,12/03/2020,17136,
Zaanstad,2,12/03/2020,156856,
Alblasserdam,0,12/03/2020,20158,
Alphen aan den Rijn,3,12/03/2020,119952,
Barendrecht,1,12/03/2020,48691,
Drechterland,0,12/03/2020,19732,
Brielle,0,12/03/2020,17273,
Capelle aan den IJssel,0,12/03/2020,67217,
Delft,1,12/03/2020,103536,
Dordrecht,0,12/03/2020,119413,
Gorinchem,0,12/03/2020,37055,
Gouda,2,12/03/2020,73485,
's-Gravenhage,7,12/03/2020,545865,
Hardinxveld-Giessendam,5,12/03/2020,18294,
Hellevoetsluis,1,12/03/2020,40182,
Hendrik-Ido-Ambacht,0,12/03/2020,31249,
Stede Broec,0,12/03/2020,21685,
Hillegom,0,12/03/2020,22208,
Katwijk,1,12/03/2020,65816,
Krimpen aan den IJssel,1,12/03/2020,29532,
Leiden,1,12/03/2020,125066,
Leiderdorp,0,12/03/2020,27072,
Lisse,0,12/03/2020,23012,
Maassluis,0,12/03/2020,33258,
Nieuwkoop,1,12/03/2020,28860,
Noordwijk,2,12/03/2020,43586,
Oegstgeest,2,12/03/2020,24852,
Oudewater,0,12/03/2020,10226,
Papendrecht,0,12/03/2020,32151,
Ridderkerk,1,12/03/2020,46341,
Rotterdam,15,12/03/2020,652361,
Rijswijk,0,12/03/2020,54619,
Schiedam,0,12/03/2020,78842,
Sliedrecht,0,12/03/2020,25232,
Albrandswaard,1,12/03/2020,25696,
Westvoorne,1,12/03/2020,14730,
Vlaardingen,1,12/03/2020,73539,
Voorschoten,0,12/03/2020,25612,
Waddinxveen,1,12/03/2020,29365,
Wassenaar,0,12/03/2020,26273,
Woerden,2,12/03/2020,52359,
Zoetermeer,0,12/03/2020,125266,
Zoeterwoude,0,12/03/2020,8647,
Zwijndrecht,0,12/03/2020,44695,
Borsele,1,12/03/2020,22732,
Goes,2,12/03/2020,38174,
West Maas en Waal,2,12/03/2020,63376,
Hulst,0,12/03/2020,27601,
Kapelle,0,12/03/2020,12698,
Middelburg,0,12/03/2020,48802,
Reimerswaal,1,12/03/2020,22714,
Terneuzen,0,12/03/2020,54384,
Tholen,0,12/03/2020,25784,
Veere,1,12/03/2020,21907,
Vlissingen,2,12/03/2020,44339,
De Ronde Venen,0,12/03/2020,24317,
Tytsjerksteradiel,0,12/03/2020,32069,
Asten,0,12/03/2020,16734,
Baarle-Nassau,0,12/03/2020,6867,
Bergen op Zoom,1,12/03/2020,67589,
Best,3,12/03/2020,29997,
Boekel,8,12/03/2020,10783,
Boxmeer,0,12/03/2020,29384,
Boxtel,1,12/03/2020,30807,
Breda,42,12/03/2020,184187,
Deurne,3,12/03/2020,32455,
Pekela,1,12/03/2020,12196,
Dongen,4,12/03/2020,26274,
Eersel,1,12/03/2020,19328,
Eindhoven,8,12/03/2020,234849,
Etten-Leur,5,12/03/2020,43877,
Geertruidenberg,1,12/03/2020,21568,
Gilze en Rijen,0,12/03/2020,26510,
Goirle,6,12/03/2020,23906,
Grave,0,12/03/2020,12457,
Haaren,6,12/03/2020,14364,
Helmond,14,12/03/2020,92312,
's-Hertogenbosch,8,12/03/2020,155381,
Heusden,2,12/03/2020,44709,
Hilvarenbeek,3,12/03/2020,15515,
Loon op Zand,6,12/03/2020,23432,
Mill en Sint Hubert,0,12/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",1,12/03/2020,23372,
Oirschot,0,12/03/2020,18733,
Oisterwijk,5,12/03/2020,26283,
Oosterhout,1,12/03/2020,56052,
Oss,3,12/03/2020,91998,
Rucphen,0,12/03/2020,22900,
Sint-Michielsgestel,5,12/03/2020,29266,
Someren,0,12/03/2020,19362,
Son en Breugel,1,12/03/2020,17329,
Steenbergen,0,12/03/2020,24464,
Waterland,1,12/03/2020,17420,
Tilburg,50,12/03/2020,220144,
Uden,21,12/03/2020,42132,
Valkenswaard,0,12/03/2020,31206,
Veldhoven,1,12/03/2020,45528,
Vught,2,12/03/2020,26577,
Waalre,1,12/03/2020,17452,
Waalwijk,6,12/03/2020,48626,
Woensdrecht,0,12/03/2020,21920,
Zundert,2,12/03/2020,21836,
Wormerland,0,12/03/2020,16266,
Landgraaf,1,12/03/2020,37411,
Beek,0,12/03/2020,15859,
Beesel,0,12/03/2020,13468,
Bergen (L.),0,12/03/2020,13082,
Brunssum,0,12/03/2020,27788,
Gennep,0,12/03/2020,16911,
Heerlen,2,12/03/2020,87024,
Kerkrade,0,12/03/2020,45684,
Maastricht,8,12/03/2020,121511,
Meerssen,0,12/03/2020,18837,
Mook en Middelaar,0,12/03/2020,7841,
Nederweert,0,12/03/2020,17049,
Roermond,1,12/03/2020,58316,
Simpelveld,2,12/03/2020,10539,
Stein,1,12/03/2020,24979,
Vaals,0,12/03/2020,10096,
Venlo,2,12/03/2020,101830,
Venray,0,12/03/2020,43624,
Voerendaal,0,12/03/2020,12479,
Weert,0,12/03/2020,50185,
Valkenburg aan de Geul,0,12/03/2020,16334,
Lelystad,1,12/03/2020,78920,
Horst aan de Maas,0,12/03/2020,42461,
Oude IJsselstreek,0,12/03/2020,39392,
Teylingen,0,12/03/2020,37468,
Utrechtse Heuvelrug,2,12/03/2020,49752,
Oost Gelre,0,12/03/2020,29640,
Koggenland,0,12/03/2020,22763,
Lansingerland,4,12/03/2020,62530,
Leudal,4,12/03/2020,35865,
Maasgouw,0,12/03/2020,23943,
Gemert-Bakel,7,12/03/2020,30733,
Halderberge,0,12/03/2020,30272,
Heeze-Leende,1,12/03/2020,16137,
Laarbeek,0,12/03/2020,22559,
Reusel-De Mierden,0,12/03/2020,13096,
Roerdalen,0,12/03/2020,20567,
Roosendaal,1,12/03/2020,77297,
Schouwen-Duiveland,2,12/03/2020,33866,
Aa en Hunze,0,12/03/2020,25422,
Borger-Odoorn,0,12/03/2020,25549,
Cuijk,1,12/03/2020,25150,
Landerd,2,12/03/2020,15735,
De Wolden,0,12/03/2020,43113,
Noord-Beveland,0,12/03/2020,7387,
Wijdemeren,0,12/03/2020,24354,
Noordenveld,0,12/03/2020,31243,
Twenterand,0,12/03/2020,33749,
Westerveld,0,12/03/2020,14974,
Sint Anthonis,0,12/03/2020,11688,
Lingewaard,2,12/03/2020,46645,
Cranendonck,1,12/03/2020,21175,
Steenwijkerland,0,12/03/2020,44157,
Moerdijk,0,12/03/2020,37098,
Echt-Susteren,0,12/03/2020,31594,
Sluis,0,12/03/2020,23214,
Drimmelen,3,12/03/2020,27232,
Bernheze,4,12/03/2020,31291,
Alphen-Chaam,0,12/03/2020,10222,
Bergeijk,1,12/03/2020,18678,
Bladel,0,12/03/2020,20408,
Gulpen-Wittem,0,12/03/2020,14164,
Tynaarlo,0,12/03/2020,33795,
Midden-Drenthe,0,12/03/2020,33216,
Overbetuwe,0,12/03/2020,47965,
Hof van Twente,0,12/03/2020,34996,
Neder-Betuwe,1,12/03/2020,24430,
Rijssen-Holten,0,12/03/2020,38186,
Geldrop-Mierlo,1,12/03/2020,39772,
Olst-Wijhe,0,12/03/2020,18253,
Dinkelland,1,12/03/2020,26479,
Westland,0,12/03/2020,19321,
Midden-Delfland,0,12/03/2020,19302,
Berkelland,0,12/03/2020,43760,
Bronckhorst,2,12/03/2020,36031,
Sittard-Geleen,20,12/03/2020,92330,
Kaag en Braassem,0,12/03/2020,27317,
Dantumadiel,0,12/03/2020,18912,
Zuidplas,0,12/03/2020,44043,
Peel en Maas,4,12/03/2020,43627,
Oldambt,0,12/03/2020,38214,
Zwartewaterland,0,12/03/2020,22716,
Súdwest-Fryslân,1,12/03/2020,89881,
Bodegraven-Reeuwijk,1,12/03/2020,34899,
Eijsden-Margraten,0,12/03/2020,25760,
Stichtse Vecht,5,12/03/2020,65029,
Hollands Kroon,0,12/03/2020,48460,
Leidschendam-Voorburg,2,12/03/2020,76524,
Goeree-Overflakkee,0,12/03/2020,50147,
Pijnacker-Nootdorp,5,12/03/2020,55412,
Nissewaard,1,12/03/2020,85207,
Krimpenerwaard,3,12/03/2020,56296,
De Fryske Marren,1,12/03/2020,44499,
Gooise Meren,3,12/03/2020,58084,
Berg en Dal,3,12/03/2020,35002,
Meierijstad,18,12/03/2020,81301,
Waadhoeke,0,12/03/2020,46079,
Westerwolde,0,12/03/2020,110606,
Midden-Groningen,0,12/03/2020,60788,
Beekdaelen,8,12/03/2020,35978,
Montferland,0,12/03/2020,35998,
Altena,5,12/03/2020,55966,
West Betuwe,2,12/03/2020,51233,
Vijfheerenlanden,1,12/03/2020,56912,
Hoeksche Waard,1,12/03/2020,87531,
Het Hogeland,0,12/03/2020,47872,
Westerkwartier,0,12/03/2020,19479,
Noardeast-Fryslân,0,12/03/2020,45263,
Molenlanden,0,12/03/2020,43976,
,28,13/03/2020,0,
Appingedam,0,13/03/2020,11650,
Delfzijl,0,13/03/2020,24649,
Groningen,3,13/03/2020,232982,
Loppersum,0,13/03/2020,9513,
Almere,1,13/03/2020,212408,
Stadskanaal,0,13/03/2020,31691,
Veendam,0,13/03/2020,27378,
Zeewolde,1,13/03/2020,22545,
Achtkarspelen,0,13/03/2020,27833,
Ameland,0,13/03/2020,3718,
Harlingen,0,13/03/2020,15719,
Heerenveen,0,13/03/2020,50469,
Leeuwarden,1,13/03/2020,124024,
Ooststellingwerf,0,13/03/2020,25489,
Opsterland,2,13/03/2020,29698,
Schiermonnikoog,0,13/03/2020,946,
Smallingerland,1,13/03/2020,56173,
Terschelling,0,13/03/2020,4856,
Vlieland,0,13/03/2020,1158,
Weststellingwerf,0,13/03/2020,25930,
Assen,0,13/03/2020,68743,
Coevorden,11,13/03/2020,35293,
Emmen,1,13/03/2020,106977,
Hoogeveen,1,13/03/2020,55645,
Meppel,0,13/03/2020,33947,
Almelo,1,13/03/2020,73132,
Borne,3,13/03/2020,23341,
Dalfsen,0,13/03/2020,28637,
Deventer,0,13/03/2020,100893,
Enschede,3,13/03/2020,159603,
Haaksbergen,0,13/03/2020,24274,
Hardenberg,0,13/03/2020,60971,
Hellendoorn,2,13/03/2020,35915,
Hengelo,0,13/03/2020,81198,
Kampen,0,13/03/2020,54347,
Losser,0,13/03/2020,22685,
Noordoostpolder,0,13/03/2020,47443,
Oldenzaal,0,13/03/2020,31851,
Ommen,0,13/03/2020,18011,
Raalte,1,13/03/2020,37701,
Staphorst,0,13/03/2020,17147,
Tubbergen,1,13/03/2020,21264,
Urk,0,13/03/2020,21043,
Wierden,0,13/03/2020,24441,
Zwolle,2,13/03/2020,129062,
Aalten,0,13/03/2020,27089,
Apeldoorn,2,13/03/2020,163853,
Arnhem,4,13/03/2020,161594,
Barneveld,0,13/03/2020,59308,
Beuningen,3,13/03/2020,25897,
Brummen,0,13/03/2020,20772,
Buren,2,13/03/2020,26762,
Culemborg,2,13/03/2020,29015,
Doesburg,0,13/03/2020,11086,
Doetinchem,0,13/03/2020,58064,
Druten,1,13/03/2020,18954,
Duiven,1,13/03/2020,25109,
Ede,0,13/03/2020,117041,
Elburg,1,13/03/2020,23176,
Epe,0,13/03/2020,33211,
Ermelo,4,13/03/2020,26987,
Harderwijk,2,13/03/2020,48665,
Hattem,0,13/03/2020,12209,
Heerde,0,13/03/2020,18612,
Heumen,0,13/03/2020,16446,
Lochem,0,13/03/2020,33713,
Maasdriel,0,13/03/2020,25130,
Nijkerk,0,13/03/2020,43202,
Nijmegen,8,13/03/2020,177630,
Oldebroek,1,13/03/2020,23631,
Putten,0,13/03/2020,24120,
Renkum,7,13/03/2020,31413,
Rheden,1,13/03/2020,43672,
Rozendaal,0,13/03/2020,1699,
Scherpenzeel,0,13/03/2020,9874,
Tiel,2,13/03/2020,42092,
Voorst,1,13/03/2020,24594,
Wageningen,0,13/03/2020,39844,
Westervoort,0,13/03/2020,25792,
Winterswijk,0,13/03/2020,28820,
Wijchen,3,13/03/2020,41094,
Zaltbommel,1,13/03/2020,28926,
Zevenaar,0,13/03/2020,43804,
Zutphen,0,13/03/2020,48010,
Nunspeet,1,13/03/2020,27825,
Dronten,2,13/03/2020,41655,
Amersfoort,4,13/03/2020,157312,
Baarn,0,13/03/2020,24885,
De Bilt,11,13/03/2020,51608,
Bunnik,0,13/03/2020,15198,
Bunschoten,0,13/03/2020,21862,
Eemnes,0,13/03/2020,9254,
Houten,13,13/03/2020,50234,
Leusden,0,13/03/2020,30417,
Lopik,0,13/03/2020,14464,
Montfoort,0,13/03/2020,13906,
Renswoude,0,13/03/2020,5466,
Rhenen,0,13/03/2020,20120,
Soest,8,13/03/2020,46656,
Utrecht,26,13/03/2020,358454,
Veenendaal,1,13/03/2020,66618,
Woudenberg,1,13/03/2020,13382,
Wijk bij Duurstede,2,13/03/2020,23895,
IJsselstein,1,13/03/2020,34059,
Zeist,4,13/03/2020,64959,
Nieuwegein,0,13/03/2020,63505,
Aalsmeer,3,13/03/2020,31837,
Alkmaar,1,13/03/2020,109589,
Amstelveen,3,13/03/2020,91767,
Amsterdam,20,13/03/2020,874272,
Beemster,0,13/03/2020,9992,
Bergen (NH.),0,13/03/2020,29869,
Beverwijk,5,13/03/2020,41610,
Blaricum,1,13/03/2020,11556,
Bloemendaal,1,13/03/2020,23544,
Castricum,0,13/03/2020,36005,
Diemen,2,13/03/2020,31003,
Edam-Volendam,0,13/03/2020,36211,
Enkhuizen,0,13/03/2020,18644,
Haarlem,4,13/03/2020,163109,
Haarlemmermeer,0,13/03/2020,156355,
Heemskerk,1,13/03/2020,39167,
Heemstede,2,13/03/2020,27259,
Heerhugowaard,0,13/03/2020,57752,
Heiloo,2,13/03/2020,23956,
Den Helder,1,13/03/2020,56359,
Hilversum,0,13/03/2020,91038,
Hoorn,0,13/03/2020,73294,
Huizen,1,13/03/2020,41182,
Landsmeer,2,13/03/2020,11511,
Langedijk,3,13/03/2020,28123,
Laren,0,13/03/2020,11320,
Medemblik,0,13/03/2020,45114,
Oostzaan,0,13/03/2020,9708,
Opmeer,0,13/03/2020,11839,
Ouder-Amstel,0,13/03/2020,14081,
Purmerend,2,13/03/2020,81462,
Schagen,2,13/03/2020,46471,
Texel,0,13/03/2020,13571,
Uitgeest,0,13/03/2020,13637,
Uithoorn,0,13/03/2020,29537,
Velsen,1,13/03/2020,68732,
Weesp,0,13/03/2020,19856,
Zandvoort,0,13/03/2020,17136,
Zaanstad,2,13/03/2020,156856,
Alblasserdam,0,13/03/2020,20158,
Alphen aan den Rijn,4,13/03/2020,119952,
Barendrecht,1,13/03/2020,48691,
Drechterland,0,13/03/2020,19732,
Brielle,0,13/03/2020,17273,
Capelle aan den IJssel,0,13/03/2020,67217,
Delft,2,13/03/2020,103536,
Dordrecht,1,13/03/2020,119413,
Gorinchem,0,13/03/2020,37055,
Gouda,2,13/03/2020,73485,
's-Gravenhage,8,13/03/2020,545865,
Hardinxveld-Giessendam,5,13/03/2020,18294,
Hellevoetsluis,1,13/03/2020,40182,
Hendrik-Ido-Ambacht,0,13/03/2020,31249,
Stede Broec,0,13/03/2020,21685,
Hillegom,0,13/03/2020,22208,
Katwijk,1,13/03/2020,65816,
Krimpen aan den IJssel,1,13/03/2020,29532,
Leiden,4,13/03/2020,125066,
Leiderdorp,0,13/03/2020,27072,
Lisse,0,13/03/2020,23012,
Maassluis,0,13/03/2020,33258,
Nieuwkoop,1,13/03/2020,28860,
Noordwijk,2,13/03/2020,43586,
Oegstgeest,2,13/03/2020,24852,
Oudewater,0,13/03/2020,10226,
Papendrecht,0,13/03/2020,32151,
Ridderkerk,1,13/03/2020,46341,
Rotterdam,20,13/03/2020,652361,
Rijswijk,0,13/03/2020,54619,
Schiedam,0,13/03/2020,78842,
Sliedrecht,0,13/03/2020,25232,
Albrandswaard,1,13/03/2020,25696,
Westvoorne,1,13/03/2020,14730,
Vlaardingen,1,13/03/2020,73539,
Voorschoten,0,13/03/2020,25612,
Waddinxveen,1,13/03/2020,29365,
Wassenaar,1,13/03/2020,26273,
Woerden,2,13/03/2020,52359,
Zoetermeer,0,13/03/2020,125266,
Zoeterwoude,0,13/03/2020,8647,
Zwijndrecht,0,13/03/2020,44695,
Borsele,1,13/03/2020,22732,
Goes,2,13/03/2020,38174,
West Maas en Waal,2,13/03/2020,63376,
Hulst,0,13/03/2020,27601,
Kapelle,0,13/03/2020,12698,
Middelburg,0,13/03/2020,48802,
Reimerswaal,1,13/03/2020,22714,
Terneuzen,0,13/03/2020,54384,
Tholen,0,13/03/2020,25784,
Veere,1,13/03/2020,21907,
Vlissingen,2,13/03/2020,44339,
De Ronde Venen,0,13/03/2020,24317,
Tytsjerksteradiel,0,13/03/2020,32069,
Asten,0,13/03/2020,16734,
Baarle-Nassau,0,13/03/2020,6867,
Bergen op Zoom,1,13/03/2020,67589,
Best,3,13/03/2020,29997,
Boekel,11,13/03/2020,10783,
Boxmeer,1,13/03/2020,29384,
Boxtel,1,13/03/2020,30807,
Breda,53,13/03/2020,184187,
Deurne,3,13/03/2020,32455,
Pekela,1,13/03/2020,12196,
Dongen,4,13/03/2020,26274,
Eersel,1,13/03/2020,19328,
Eindhoven,12,13/03/2020,234849,
Etten-Leur,6,13/03/2020,43877,
Geertruidenberg,1,13/03/2020,21568,
Gilze en Rijen,1,13/03/2020,26510,
Goirle,6,13/03/2020,23906,
Grave,0,13/03/2020,12457,
Haaren,7,13/03/2020,14364,
Helmond,16,13/03/2020,92312,
's-Hertogenbosch,11,13/03/2020,155381,
Heusden,4,13/03/2020,44709,
Hilvarenbeek,5,13/03/2020,15515,
Loon op Zand,7,13/03/2020,23432,
Mill en Sint Hubert,0,13/03/2020,10945,
"Nuenen, Gerwen en Nederwetten",1,13/03/2020,23372,
Oirschot,0,13/03/2020,18733,
Oisterwijk,6,13/03/2020,26283,
Oosterhout,3,13/03/2020,56052,
Oss,3,13/03/2020,91998,
Rucphen,0,13/03/2020,22900,
Sint-Michielsgestel,5,13/03/2020,29266,
Someren,0,13/03/2020,19362,
Son en Breugel,2,13/03/2020,17329,
Steenbergen,0,13/03/2020,24464,
Waterland,1,13/03/2020,17420,
Tilburg,67,13/03/2020,220144,
Uden,25,13/03/2020,42132,
Valkenswaard,0,13/03/2020,31206,
Veldhoven,1,13/03/2020,45528,
Vught,2,13/03/2020,26577,
Waalre,1,13/03/2020,17452,
Waalwijk,9,13/03/2020,48626,
Woensdrecht,0,13/03/2020,21920,
Zundert,3,13/03/2020,21836,
Wormerland,0,13/03/2020,16266,
Landgraaf,2,13/03/2020,37411,
Beek,0,13/03/2020,15859,
Beesel,0,13/03/2020,13468,
Bergen (L.),0,13/03/2020,13082,
Brunssum,0,13/03/2020,27788,
Gennep,1,13/03/2020,16911,
Heerlen,2,13/03/2020,87024,
Kerkrade,0,13/03/2020,45684,
Maastricht,10,13/03/2020,121511,
Meerssen,0,13/03/2020,18837,
Mook en Middelaar,0,13/03/2020,7841,
Nederweert,1,13/03/2020,17049,
Roermond,1,13/03/2020,58316,
Simpelveld,2,13/03/2020,10539,
Stein,1,13/03/2020,24979,
Vaals,0,13/03/2020,10096,
Venlo,2,13/03/2020,101830,
Venray,0,13/03/2020,43624,
Voerendaal,0,13/03/2020,12479,
Weert,0,13/03/2020,50185,
Valkenburg aan de Geul,0,13/03/2020,16334,
Lelystad,3,13/03/2020,78920,
Horst aan de Maas,2,13/03/2020,42461,
Oude IJsselstreek,0,13/03/2020,39392,
Teylingen,0,13/03/2020,37468,
Utrechtse Heuvelrug,2,13/03/2020,49752,
Oost Gelre,0,13/03/2020,29640,
Koggenland,0,13/03/2020,22763,
Lansingerland,4,13/03/2020,62530,
Leudal,4,13/03/2020,35865,
Maasgouw,0,13/03/2020,23943,
Gemert-Bakel,11,13/03/2020,30733,
Halderberge,0,13/03/2020,30272,
Heeze-Leende,1,13/03/2020,16137,
Laarbeek,1,13/03/2020,22559,
Reusel-De Mierden,0,13/03/2020,13096,
Roerdalen,0,13/03/2020,20567,
Roosendaal,2,13/03/2020,77297,
Schouwen-Duiveland,2,13/03/2020,33866,
